2022-02-22 09:35:32,462 DEBUG [main] com.LoggerManager (CalendarEx01Main.java:37)     - java.util.GregorianCalendar[time=1645490132461,areFieldsSet=true,areAllFieldsSet=true,lenient=true,zone=sun.util.calendar.ZoneInfo[id="Asia/Seoul",offset=32400000,dstSavings=0,useDaylight=false,transitions=22,lastRule=null],firstDayOfWeek=1,minimalDaysInFirstWeek=1,ERA=1,YEAR=2022,MONTH=1,WEEK_OF_YEAR=9,WEEK_OF_MONTH=4,DAY_OF_MONTH=22,DAY_OF_YEAR=53,DAY_OF_WEEK=3,DAY_OF_WEEK_IN_MONTH=4,AM_PM=0,HOUR=9,HOUR_OF_DAY=9,MINUTE=35,SECOND=32,MILLISECOND=461,ZONE_OFFSET=32400000,DST_OFFSET=0]
2022-02-22 10:15:45,990 DEBUG [main] com.LoggerManager (CalendarEx02Main.java:52)     - 오전:0,오후:1 : 0
2022-02-22 10:17:31,401 DEBUG [main] com.LoggerManager (CalendarEx02Main.java:38)     - 이해의 연도 : 2022
2022-02-22 10:17:31,403 DEBUG [main] com.LoggerManager (CalendarEx02Main.java:39)     - 월(0~11)월 : 2
2022-02-22 10:17:31,403 DEBUG [main] com.LoggerManager (CalendarEx02Main.java:40)     - 일 : 22
2022-02-22 10:17:31,403 DEBUG [main] com.LoggerManager (CalendarEx02Main.java:42)     - ==========================
2022-02-22 10:17:31,403 DEBUG [main] com.LoggerManager (CalendarEx02Main.java:43)     - 2022년2월22일
2022-02-22 10:17:31,403 DEBUG [main] com.LoggerManager (CalendarEx02Main.java:47)     - 1(일요일)~7(토요일) : 3
2022-02-22 10:17:31,403 DEBUG [main] com.LoggerManager (CalendarEx02Main.java:52)     - 오전:0,오후:1 : 0
2022-02-22 10:17:31,403 DEBUG [main] com.LoggerManager (CalendarEx02Main.java:55)     - 시간(0~11) : 10
2022-02-22 10:20:16,944 DEBUG [main] com.LoggerManager (CalendarEx02Main.java:38)     - 이해의 연도 : 2022
2022-02-22 10:20:16,947 DEBUG [main] com.LoggerManager (CalendarEx02Main.java:39)     - 월(0~11)월 : 2
2022-02-22 10:20:16,947 DEBUG [main] com.LoggerManager (CalendarEx02Main.java:40)     - 일 : 22
2022-02-22 10:20:16,947 DEBUG [main] com.LoggerManager (CalendarEx02Main.java:42)     - ==========================
2022-02-22 10:20:16,947 DEBUG [main] com.LoggerManager (CalendarEx02Main.java:43)     - 2022년2월22일
2022-02-22 10:20:16,947 DEBUG [main] com.LoggerManager (CalendarEx02Main.java:47)     - 1(일요일)~7(토요일) : 3
2022-02-22 10:20:16,947 DEBUG [main] com.LoggerManager (CalendarEx02Main.java:52)     - 오전:0,오후:1 : 0
2022-02-22 10:20:16,947 DEBUG [main] com.LoggerManager (CalendarEx02Main.java:55)     - 시간(0~11) : 10
2022-02-22 10:20:16,949 DEBUG [main] com.LoggerManager (CalendarEx02Main.java:57)     - 시간(0~23) : 10
2022-02-22 10:20:16,949 DEBUG [main] com.LoggerManager (CalendarEx02Main.java:60)     - 분(0~59 : 20
2022-02-22 10:20:16,949 DEBUG [main] com.LoggerManager (CalendarEx02Main.java:62)     - 초(0~60 : 16
2022-02-22 10:20:34,805 DEBUG [main] com.LoggerManager (CalendarEx02Main.java:38)     - 이해의 연도 : 2022
2022-02-22 10:20:34,807 DEBUG [main] com.LoggerManager (CalendarEx02Main.java:39)     - 월(0~11)월 : 2
2022-02-22 10:20:34,807 DEBUG [main] com.LoggerManager (CalendarEx02Main.java:40)     - 일 : 22
2022-02-22 10:20:34,807 DEBUG [main] com.LoggerManager (CalendarEx02Main.java:42)     - ==========================
2022-02-22 10:20:34,807 DEBUG [main] com.LoggerManager (CalendarEx02Main.java:43)     - 2022년2월22일
2022-02-22 10:20:34,807 DEBUG [main] com.LoggerManager (CalendarEx02Main.java:47)     - 1(일요일)~7(토요일) : 3
2022-02-22 10:20:34,807 DEBUG [main] com.LoggerManager (CalendarEx02Main.java:52)     - 오전:0,오후:1 : 0
2022-02-22 10:20:34,807 DEBUG [main] com.LoggerManager (CalendarEx02Main.java:55)     - 시간(0~11) : 10
2022-02-22 10:20:34,809 DEBUG [main] com.LoggerManager (CalendarEx02Main.java:57)     - 시간(0~23) : 10
2022-02-22 10:20:34,809 DEBUG [main] com.LoggerManager (CalendarEx02Main.java:60)     - 분(0~59) : 20
2022-02-22 10:20:34,809 DEBUG [main] com.LoggerManager (CalendarEx02Main.java:62)     - 초(0~60) : 34
2022-02-22 10:23:27,527 DEBUG [main] com.LoggerManager (CalendarEx02Main.java:38)     - 이해의 연도 : 2022
2022-02-22 10:23:27,530 DEBUG [main] com.LoggerManager (CalendarEx02Main.java:39)     - 월(0~11)월 : 2
2022-02-22 10:23:27,530 DEBUG [main] com.LoggerManager (CalendarEx02Main.java:40)     - 일 : 22
2022-02-22 10:23:27,530 DEBUG [main] com.LoggerManager (CalendarEx02Main.java:42)     - ==========================
2022-02-22 10:23:27,530 DEBUG [main] com.LoggerManager (CalendarEx02Main.java:43)     - 2022년2월22일
2022-02-22 10:23:27,530 DEBUG [main] com.LoggerManager (CalendarEx02Main.java:47)     - 1(일요일)~7(토요일) : 3
2022-02-22 10:23:27,530 DEBUG [main] com.LoggerManager (CalendarEx02Main.java:52)     - 오전:0,오후:1 : 0
2022-02-22 10:23:27,530 DEBUG [main] com.LoggerManager (CalendarEx02Main.java:55)     - 시간(0~11) : 10
2022-02-22 10:23:27,531 DEBUG [main] com.LoggerManager (CalendarEx02Main.java:57)     - 시간(0~23) : 10
2022-02-22 10:23:27,531 DEBUG [main] com.LoggerManager (CalendarEx02Main.java:60)     - 분(0~59) : 23
2022-02-22 10:23:27,531 DEBUG [main] com.LoggerManager (CalendarEx02Main.java:63)     - 초(0~60) : 27
2022-02-22 10:23:27,531 DEBUG [main] com.LoggerManager (CalendarEx02Main.java:66)     - 1000분의 1초 : 478
2022-02-22 10:25:48,303 DEBUG [main] com.LoggerManager (CalendarEx02Main.java:38)     - 이해의 연도 : 2022
2022-02-22 10:25:48,305 DEBUG [main] com.LoggerManager (CalendarEx02Main.java:39)     - 월(0~11)월 : 2
2022-02-22 10:25:48,305 DEBUG [main] com.LoggerManager (CalendarEx02Main.java:40)     - 일 : 22
2022-02-22 10:25:48,305 DEBUG [main] com.LoggerManager (CalendarEx02Main.java:42)     - ==========================
2022-02-22 10:25:48,305 DEBUG [main] com.LoggerManager (CalendarEx02Main.java:43)     - 2022년2월22일
2022-02-22 10:25:48,305 DEBUG [main] com.LoggerManager (CalendarEx02Main.java:47)     - 1(일요일)~7(토요일) : 3
2022-02-22 10:25:48,305 DEBUG [main] com.LoggerManager (CalendarEx02Main.java:52)     - 오전:0,오후:1 : 0
2022-02-22 10:25:48,305 DEBUG [main] com.LoggerManager (CalendarEx02Main.java:55)     - 시간(0~11) : 10
2022-02-22 10:25:48,306 DEBUG [main] com.LoggerManager (CalendarEx02Main.java:57)     - 시간(0~23) : 10
2022-02-22 10:25:48,306 DEBUG [main] com.LoggerManager (CalendarEx02Main.java:60)     - 분(0~59) : 25
2022-02-22 10:25:48,306 DEBUG [main] com.LoggerManager (CalendarEx02Main.java:63)     - 초(0~60) : 48
2022-02-22 10:25:48,307 DEBUG [main] com.LoggerManager (CalendarEx02Main.java:66)     - 1000분의 1초 : 254
2022-02-22 10:25:48,307 DEBUG [main] com.LoggerManager (CalendarEx02Main.java:69)     - 10:25:48
2022-02-22 12:34:27,111 DEBUG [main] com.LoggerManager (CalendarEx01Main.java:38)     - cal01 : java.util.GregorianCalendar[time=1645500867064,areFieldsSet=true,areAllFieldsSet=true,lenient=true,zone=sun.util.calendar.ZoneInfo[id="Asia/Seoul",offset=32400000,dstSavings=0,useDaylight=false,transitions=22,lastRule=null],firstDayOfWeek=1,minimalDaysInFirstWeek=1,ERA=1,YEAR=2022,MONTH=1,WEEK_OF_YEAR=9,WEEK_OF_MONTH=4,DAY_OF_MONTH=22,DAY_OF_YEAR=53,DAY_OF_WEEK=3,DAY_OF_WEEK_IN_MONTH=4,AM_PM=1,HOUR=0,HOUR_OF_DAY=12,MINUTE=34,SECOND=27,MILLISECOND=64,ZONE_OFFSET=32400000,DST_OFFSET=0]
2022-02-22 12:34:27,112 DEBUG [main] com.LoggerManager (CalendarEx01Main.java:39)     - cal02 : java.util.GregorianCalendar[time=1645500867073,areFieldsSet=true,areAllFieldsSet=true,lenient=true,zone=sun.util.calendar.ZoneInfo[id="Asia/Seoul",offset=32400000,dstSavings=0,useDaylight=false,transitions=22,lastRule=null],firstDayOfWeek=1,minimalDaysInFirstWeek=1,ERA=1,YEAR=2022,MONTH=1,WEEK_OF_YEAR=9,WEEK_OF_MONTH=4,DAY_OF_MONTH=22,DAY_OF_YEAR=53,DAY_OF_WEEK=3,DAY_OF_WEEK_IN_MONTH=4,AM_PM=1,HOUR=0,HOUR_OF_DAY=12,MINUTE=34,SECOND=27,MILLISECOND=73,ZONE_OFFSET=32400000,DST_OFFSET=0]
2022-02-22 12:34:27,112 DEBUG [main] com.LoggerManager (CalendarEx01Main.java:42)     - cal01 : 495053715
2022-02-22 12:34:27,112 DEBUG [main] com.LoggerManager (CalendarEx01Main.java:43)     - cal02 : 1922154895
2022-02-22 12:34:28,866 DEBUG [main] com.LoggerManager (CalendarEx01Main.java:38)     - cal01 : java.util.GregorianCalendar[time=1645500868819,areFieldsSet=true,areAllFieldsSet=true,lenient=true,zone=sun.util.calendar.ZoneInfo[id="Asia/Seoul",offset=32400000,dstSavings=0,useDaylight=false,transitions=22,lastRule=null],firstDayOfWeek=1,minimalDaysInFirstWeek=1,ERA=1,YEAR=2022,MONTH=1,WEEK_OF_YEAR=9,WEEK_OF_MONTH=4,DAY_OF_MONTH=22,DAY_OF_YEAR=53,DAY_OF_WEEK=3,DAY_OF_WEEK_IN_MONTH=4,AM_PM=1,HOUR=0,HOUR_OF_DAY=12,MINUTE=34,SECOND=28,MILLISECOND=819,ZONE_OFFSET=32400000,DST_OFFSET=0]
